Principio activo;Aptitud;Cultivos;Residuos (mg /Kg);Post Cosecha
METALAXIL – M -ISOMERO;(Fungicida)  ;Papa;0.05;
METALAXIL – M -ISOMERO;(Fungicida)  ;Pimiento;0.5;
METALAXIL – M -ISOMERO;(Fungicida)  ;Sandía;0.2;
METALAXIL – M -ISOMERO;(Fungicida - Tratamiento de semillas)  ;Soja (grano consumo);Exento;
METALAXIL – M -ISOMERO;(Fungicida - Tratamiento de semillas)  ;Sorgo (grano consumo);Exento;
METALAXIL – M -ISOMERO;(Fungicida)  ;Tabaco;Exento;
METALAXIL – M -ISOMERO;(Fungicida - Tratamiento de semillas);Trigo (grano consumo);Exento;
METALAXIL – M -ISOMERO;(Fungicida)  ;Tomate;0.5;
METALAXIL – M -ISOMERO;(Fungicida)  ;Uva (de mesa y vinificación);1;
METALAXIL – M -ISOMERO;(Fungicida)  ;Zapallo;0.2;
METALAXIL – M -ISOMERO;(Fungicida)  ;Zapallito de tronco;0.2;
METALDEHIDO;(Mata babosas y caracoles);;Exento;
METAM POTASIO;(Nematicida - Fungicida - Herbicida);Tratam. De suelo - Presiembra;Exento;
METAM SODIO;(Nematicida - Fungicida - Herbicida);Tratam. De suelo - Presiembra;Exento;
METCONAZOLE;(Fungicida)  ;Ajo (consumo);0.2;
METCONAZOLE;(Fungicida)  ;Cebada (grano consumo);0.02;
METCONAZOLE;(Fungicida)  ;Maní ;0.01;
METCONAZOLE;(Fungicida)  ;Trigo (grano consumo);0.05;
METCONAZOLE;(Fungicida)  ;Soja (grano consumo);0.01;
METIDATION;(Insecticida);Aceituna (fresca);0.05;
METIDATION;(Insecticida);Acelga;0.1;
METIDATION;(Insecticida);Alcaucil;0.05;
METIDATION;(Insecticida);Alfalfa (forraje);5;
METIDATION;(Insecticida);Algodón (semilla consumo);0.5;
METIDATION;(Insecticida);Algodón (aceite);1;
METIDATION;(Insecticida);Cebolla (consumo);0.02;
METIDATION;(Insecticida);Durazno;0.05;
METIDATION;(Insecticida);Cítricos en general;2;
METIDATION;(Insecticida);Cítricos en general (sin cáscara);0.1;
METIDATION;(Insecticida);Lechuga;0.1;
METIDATION;(Insecticida);Manzana;0.05;
METIDATION;(Insecticida);Pepino;0.05;
METIDATION;(Insecticida);Pera;0.05;
METIDATION;(Insecticida);Radicheta;0.1;
METIDATION;(Insecticida);Remolacha (raíz);0.02;
METIDATION;(Insecticida);Tomate;0.1;
METIDATION;(Insecticida);Zanahoria;0.02;
METIDATION;(Insecticida);Zapallo;0.1;
METIL TIOFANATO;(Fungicida)  ;Almendra;1;
METIL TIOFANATO;(Fungicida)  ;Apio;0.2;
METIL TIOFANATO;(Fungicida)  ;Arveja (grano consumo);Exento;
METIL TIOFANATO;(Fungicida)  ;Avena (grano consumo);0.1;
METIL TIOFANATO;(Fungicida)  ;Cebada (grano consumo);0.1;
METIL TIOFANATO;(Fungicida)  ;Centeno (grano consumo);0.1;
METIL TIOFANATO;(Fungicida)  ;Cítricos en general;2;
METIL TIOFANATO;(Fungicida)  ;Cítricos en general (sin cáscara);1;
METIL TIOFANATO;(Fungicida)  ;Durazno;1;
METIL TIOFANATO;(Fungicida)  ;Frutilla;2;
METIL TIOFANATO;(Fungicida)  ;Lenteja (grano consumo);Exento;
METIL TIOFANATO;(Fungicida)  ;Maíz (grano consumo);Exento;
METIL TIOFANATO;(Fungicida)  ;Maní (sin cáscara);0.1;
METIL TIOFANATO;(Fungicida)  ;Manzana;1;
METIL TIOFANATO;(Fungicida)  ;Manzana;1;Po
METIL TIOFANATO;(Fungicida)  ;Nectarín / Pelón;1;
METIL TIOFANATO;(Fungicida)  ;Pera;1;
METIL TIOFANATO;(Fungicida)  ;Pera;1;Po
METIL TIOFANATO;(Fungicida)  ;Poroto (grano seco);0.2;
METIL TIOFANATO;(Fungicida)  ;Soja (grano consumo);0.2;
METIL TIOFANATO;(Fungicida - Tratamiento de semillas)  ;Soja (grano consumo);Exento;
METIL TIOFANATO;(Fungicida)  ;Trigo (grano consumo);0.1;
METIL TIOFANATO;(Fungicida)  ;Trigo (forraje seco);0.1;
METIL TIOFANATO;(Fungicida)  ;Zapallito de tronco;0.5;
METIL TIOFANATO;(Fungicida)  ;Zapallo;0.5;
METIL TIOFANATO;(Fungicida)  ;Rosales y ornamentales;Exento;
METIL TIOFANATO;(Fungicida)  ;Campos de golf;Exento;
METIL TIOFANATO;(Fungicida)  ;Campos deportivos;Exento;
METILCICLOPROPENO;(Fitorregulador);Ciruela;Exento;
METILCICLOPROPENO;(Fitorregulador);Kiwi;Exento;
METILCICLOPROPENO;(Fitorregulador);Manzana;Exento;
METILCICLOPROPENO;(Fitorregulador);Pera;Exento;
METILCICLOPROPENO;(Fitorregulador);Soja (grano consumo);Exento;
METILCICLOPROPENO;(Fitorregulador);Trigo (grano consumo);Exento;
METILCICLOPROPENO;(Fitorregulador);Maíz (grano consumo);Exento;
METIOCARB / METMERCAPTURON;(Insecticida - Molusquicida);Ajo (consumo);0.05;
METIOCARB / METMERCAPTURON;(Insecticida - Molusquicida);Cebolla (consumo);0.05;
METIOCARB / METMERCAPTURON;(Insecticida - Molusquicida);Durazno;0.1;
METIOCARB / METMERCAPTURON;(Insecticida - Molusquicida);Frutilla;0.2;
METIOCARB / METMERCAPTURON;(Insecticida - Molusquicida);Lechuga;0.2;
METIOCARB / METMERCAPTURON;(Insecticida - Molusquicida);Pimiento;0.1;
METIOCARB / METMERCAPTURON;(Insecticida - Molusquicida);Florales y ornamentales;Exento;
METIRAM;(Fungicida);Papa;0.1;
METIRAM;(Fungicida); Uva (vinificación);5;
METOLACLORO / S- METOLACLORO;(Herbicida);Ajo (consumo);0.05;
METOLACLORO / S- METOLACLORO;(Herbicida);Alcaucil;0.05;
METOLACLORO / S- METOLACLORO;(Herbicida);Arveja (grano consumo);0.05;
METOLACLORO / S- METOLACLORO;(Herbicida);Batata;0.05;
METOLACLORO / S- METOLACLORO;(Herbicida);Berenjena;0.05;
METOLACLORO / S- METOLACLORO;(Herbicida);Caña de azúcar (tallo fresco);0.05;
METOLACLORO / S- METOLACLORO;(Herbicida);Cebolla (consumo);0.05;
METOLACLORO / S- METOLACLORO;(Herbicida);Coliflor;0.2;
METOLACLORO / S- METOLACLORO;(Herbicida);Espinaca;0.2;
METOLACLORO / S- METOLACLORO;(Herbicida);Garbanzo (Grano consumo);0.05;
METOLACLORO / S- METOLACLORO;(Herbicida);Girasol (Grano consumo);0.05;
METOLACLORO / S- METOLACLORO;(Herbicida);Haba;0.05;
METOLACLORO / S- METOLACLORO;(Herbicida);Lechuga;0.2;
METOLACLORO / S- METOLACLORO;(Herbicida);Lenteja (grano consumo);0.05;
METOLACLORO / S- METOLACLORO;(Herbicida);Maíz (forraje);1;
METOLACLORO / S- METOLACLORO;(Herbicida);Maíz (grano consumo);0.1;
METOLACLORO / S- METOLACLORO;(Herbicida);Maíz dulce (grano consumo);0.1;
METOLACLORO / S- METOLACLORO;(Herbicida);Maní (sin cáscara);0.05;
METOLACLORO / S- METOLACLORO;(Herbicida);Melón;0.05;
METOLACLORO / S- METOLACLORO;(Herbicida);Papa;0.05;
METOLACLORO / S- METOLACLORO;(Herbicida);Pepino;0.05;
METOLACLORO / S- METOLACLORO;(Herbicida);Perejil;0.2;
METOLACLORO / S- METOLACLORO;(Herbicida);Pimiento;0.05;
METOLACLORO / S- METOLACLORO;(Herbicida);Poroto (grano consumo);0.05;
METOLACLORO / S- METOLACLORO;(Herbicida);Rábano;0.05;
METOLACLORO / S- METOLACLORO;(Herbicida);Remolacha (raíz);0.05;
METOLACLORO / S- METOLACLORO;(Herbicida);Repollo;0.2;
METOLACLORO / S- METOLACLORO;(Herbicida);Sandía;0.05;
METOLACLORO / S- METOLACLORO;(Herbicida);Soja (grano consumo);0.05;
METOLACLORO / S- METOLACLORO;(Herbicida);Sorgo (forraje);2;
METOLACLORO / S- METOLACLORO;(Herbicida);Sorgo (grano consumo);0.3;
METOLACLORO / S- METOLACLORO;(Herbicida);Tabaco ;Exento;
METOLACLORO / S- METOLACLORO;(Herbicida);Tomate;0.05;
METOLACLORO / S- METOLACLORO;(Herbicida);Zanahoria;0.05;
METOLACLORO / S- METOLACLORO;(Herbicida);Calabaza;0.05;
METOLACLORO / S- METOLACLORO;(Herbicida);Zapallo;0.05;
METOMIL;(Insecticida);Alfalfa (forraje);0.2;
METOMIL;(Insecticida);Algodón (semilla consumo);0.4;
METOMIL;(Insecticida); Arveja (grano consumo);0.1;
METOMIL;(Insecticida);Avena (forraje);1;
METOMIL;(Insecticida);Avena (grano consumo);0.1;
METOMIL;(Insecticida);Brócoli;0.2;
METOMIL;(Insecticida);Cebada (forraje);1;
METOMIL;(Insecticida);Cebada (grano consumo);0.1;
METOMIL;(Insecticida);Cebolla (consumo);0.02;
METOMIL;(Insecticida);Centeno (forraje);1;
METOMIL;(Insecticida);Centeno (grano consumo);0.1;
METOMIL;(Insecticida);Coliflor;0.2;
METOMIL;(Insecticida);Durazno;0.02;
METOMIL;(Insecticida);Cítricos en general;0.02;
METOMIL;(Insecticida);Girasol (Grano consumo);0.2;
METOMIL;(Insecticida);Lechuga;0.2;
METOMIL;(Insecticida);Maíz (forraje);1;
METOMIL;(Insecticida);Maíz (grano consumo);0.05;
METOMIL;(Insecticida);Maíz dulce (grano consumo);0.1;
METOMIL;(Insecticida);Manzana;0.02;
METOMIL;(Insecticida);Pera;0.02;
METOMIL;(Insecticida);Pimiento;0.1;
METOMIL;(Insecticida);Repollito de Bruselas;0.2;
METOMIL;(Insecticida);Repollo;0.2;
METOMIL;(Insecticida);Soja (grano consumo);0.2;
METOMIL;(Insecticida);Sorgo (forraje);1;
METOMIL;(Insecticida);Sorgo (grano consumo);0.2;
METOMIL;(Insecticida);Tomate;0.1;
METOMIL;(Insecticida);Tabaco ;Exento;
METOMIL;(Insecticida);Trigo (forraje);1;
METOMIL;(Insecticida);Trigo (grano consumo);0.1;
METOMIL;(Insecticida);Lino (grano consumo)    ;0.2;
METOMIL;(Insecticida);Crisantemos;Exento;
METOMINOSTROBIN;(Fungicida) ;Maíz (grano consumo);0.05;
METOMINOSTROBIN;(Fungicida) ;Trigo (grano consumo);0.5;
METOMINOSTROBIN;(Fungicida) ;Soja (grano consumo);0.5;
METOXIFENOCIDE;(Insecticida);Alfalfa (forraje);5;
METOXIFENOCIDE;(Insecticida);Algodón (aceite);0.01;
METOXIFENOCIDE;(Insecticida);Algodón (semilla consumo);0.01;
METOXIFENOCIDE;(Insecticida);Durazno;0.5;
METOXIFENOCIDE;(Insecticida);Girasol (Grano consumo);0.05;
METOXIFENOCIDE;(Insecticida);Maíz dulce (grano consumo);0.5;
METOXIFENOCIDE;(Insecticida);Manzana;0.5;
METOXIFENOCIDE;(Insecticida);Nuez;0.02;
METOXIFENOCIDE;(Insecticida);Pera;0.5;
METOXIFENOCIDE;(Insecticida);Soja (grano consumo);0.01;
METOXIFENOCIDE;(Insecticida);Tomate;0.2;
METOXIFENOCIDE;(Insecticida);     Uva (de mesa y vinificación)             ;1;
METRAFENONE;(Fungicida);Durazno;1.5;
METRAFENONE;(Fungicida);     Uva (de mesa y vinificación)             ;1;
METRIBUZIN;(Herbicida);Arveja (grano consumo);0.1;
METRIBUZIN;(Herbicida);Batata;0.1;
METRIBUZIN;(Herbicida);Caña de azúcar (tallo fresco);0.1;
METRIBUZIN;(Herbicida);Cebada (grano consumo);0.1;
METRIBUZIN;(Herbicida);Espárrago (consumo);0.05;
METRIBUZIN;(Herbicida);Garbanzo (Grano consumo);Exento;
METRIBUZIN;(Herbicida);Lenteja (grano consumo);0.1;
METRIBUZIN;(Herbicida);Maíz (grano consumo);0.1;
METRIBUZIN;(Herbicida);Papa;0.1;
METRIBUZIN;(Herbicida);Soja (grano consumo);0.1;
METRIBUZIN;(Herbicida);Tomate;0.1;
METRIBUZIN;(Herbicida);Trigo (grano consumo);0.1;
METRIBUZIN;(Herbicida);Zanahoria;0.1;
METSULFURON   METIL;(Herbicida);Cebada (grano consumo);0.05;
METSULFURON   METIL;(Herbicida);Pinus taeda;Exento;
METSULFURON   METIL;(Herbicida);Trigo (forraje);5;
METSULFURON   METIL;(Herbicida);Trigo (heno);20;
METSULFURON   METIL;(Herbicida);Trigo (grano consumo);0.05;
METSULFURON   METIL;(Herbicida);Barbecho químico ;Exento;
MEZCLA DE ESTERES DE ACIDOS GRASOS DE ACEITES VEGETALES;(Insecticida);;Exento;
MEZCLA DE ESTERES DE ACIDOS GRASOS DE ACEITES VEGETALES;(Insecticida);Cítricos en general;Exento;
MEZCLA DE ESTERES DE ALQUIL FENOL Y POLIETILENGLICOL;(Coadyuvante);;Exento;
MEZCLA DE ESTERES Y JABONES PROVENIENTES DE ÁCIDOS GRASOS DE ACEITES VEGETALES TRANS-ESTERIFICADOS CON GLICERINA.CONTIENE SUCROGLICÉRIDOS.;(Insecticida);;Exento;
MEZCLA DE ESTERES Y JABONES PROVENIENTES DE ÁCIDOS GRASOS DE ACEITES VEGETALES TRANS-ESTERIFICADOS CON GLICERINA.CONTIENE SUCROGLICÉRIDOS.;(Insecticida);Albahaca;Exento;
MEZCLA DE ESTERES Y JABONES PROVENIENTES DE ÁCIDOS GRASOS DE ACEITES VEGETALES TRANS-ESTERIFICADOS CON GLICERINA.CONTIENE SUCROGLICÉRIDOS.;(Insecticida);Cilantro;Exento;
MEZCLA DE ESTERES Y JABONES PROVENIENTES DE ÁCIDOS GRASOS DE ACEITES VEGETALES TRANS-ESTERIFICADOS CON GLICERINA.CONTIENE SUCROGLICÉRIDOS.;(Insecticida);Eneldo;Exento;
MEZCLA DE ESTERES Y JABONES PROVENIENTES DE ÁCIDOS GRASOS DE ACEITES VEGETALES TRANS-ESTERIFICADOS CON GLICERINA.CONTIENE SUCROGLICÉRIDOS.;(Insecticida);Escarola;Exento;
MEZCLA DE ESTERES Y JABONES PROVENIENTES DE ÁCIDOS GRASOS DE ACEITES VEGETALES TRANS-ESTERIFICADOS CON GLICERINA.CONTIENE SUCROGLICÉRIDOS.;(Insecticida);Oregano;Exento;
MEZCLA DE ESTERES Y JABONES PROVENIENTES DE ÁCIDOS GRASOS DE ACEITES VEGETALES TRANS-ESTERIFICADOS CON GLICERINA.CONTIENE SUCROGLICÉRIDOS.;(Insecticida);Romero;Exento;
MEZCLA DE ESTERES Y JABONES PROVENIENTES DE ÁCIDOS GRASOS DE ACEITES VEGETALES TRANS-ESTERIFICADOS CON GLICERINA.CONTIENE SUCROGLICÉRIDOS.;(Insecticida);Rúcula;Exento;
MEZCLA DE ESTERES Y JABONES PROVENIENTES DE ÁCIDOS GRASOS DE ACEITES VEGETALES TRANS-ESTERIFICADOS CON GLICERINA.CONTIENE SUCROGLICÉRIDOS.;(Insecticida);Salvia;Exento;
MEZCLA DE ESTERES Y JABONES PROVENIENTES DE ÁCIDOS GRASOS DE ACEITES VEGETALES TRANS-ESTERIFICADOS CON GLICERINA.CONTIENE SUCROGLICÉRIDOS.;(Insecticida);Tomillo;Exento;
MOLINATE;(Herbicida);Arroz (grano consumo);0.05;
MYCLOBUTANIL;(Fungicida)  ;Durazno;0.2;
MYCLOBUTANIL;(Fungicida)  ;Frutilla;1;
MYCLOBUTANIL;(Fungicida)  ;Nectarín / Pelón;0.2;
MYCLOBUTANIL;(Fungicida)  ;Manzana;0.5;
MYCLOBUTANIL;(Fungicida)  ;Melón;0.5;
MYCLOBUTANIL;(Fungicida)  ;Pepino;0.3;
MYCLOBUTANIL;(Fungicida)  ;Pera;0.5;
MYCLOBUTANIL;(Fungicida)  ;Sandía;0.5;
MYCLOBUTANIL;(Fungicida)  ;Soja (grano consumo);0.02;
MYCLOBUTANIL;(Fungicida)  ;Uva (de mesa y vinificación);0.5;
MYCLOBUTANIL;(Fungicida)  ;Zapallo;0.1;
MYCLOBUTANIL;(Fungicida)  ;Crisantemo, Clavel, Rosal y céspedes;Exento;
NAFTENO DE ZINC;(Fungicida - Insecticida - Preservador de madera );;Exento;
NAPROPAMIDA;(Herbicida);Colza (grano consumo);0.01;
NAPROPAMIDA;(Herbicida);Pimiento;0.01;
NAPROPAMIDA;(Herbicida);Tabaco;Exento;
NAPROPAMIDA;(Herbicida);Tomate;0.01;
NAPTALAN;(Herbicida);Espárrago (consumo);0.1;
NAPTALAN;(Herbicida);Maní (sin cáscara);0.1;
NAPTALAN;(Herbicida);Melón;0.1;
NAPTALAN;(Herbicida);Pepino;0.1;
NAPTALAN;(Herbicida);Sandía;0.1;
NAPTALAN;(Herbicida);Soja (grano consumo);0.1;
NAPTALAN;(Herbicida);Zapallo;0.1;
NAPTALAN;(Herbicida);Viveros;Exento;
NONIL FENOL ETOXILADO;(Coadyuvante);;Exento;
NOVALURON;(Insecticida);Algodón (semilla consumo);0.5;
NOVALURON;(Insecticida);Durazno;1;
NOVALURON;(Insecticida);Maíz (forraje);0.5;
NOVALURON;(Insecticida);Maíz (grano consumo);0.5;
NOVALURON;(Insecticida);Manzana;2;
NOVALURON;(Insecticida);Pera;2;
NOVALURON;(Insecticida);Soja (grano consumo);0.02;
NOVALURON;(Insecticida);Tomate;0.5;
NOVALURON;(Insecticida);Vid;1;
OCTIFENOL Y POLIETILENGLICOL;(Coadyuvante);;Exento;
OLEATO DE ETILO;(Coadyuvante);;Exento;
OLEATO DE POTASIO;(Insecticida);;Exento;
ORTOFENILFENATO  DE SODIO;(Fungicida)  ;Cítricos en general;5;Po
ORYZALIN;(Herbicida);Céspedes;Exento;
OXADIAZON;(Herbicida);Ajo (consumo);0.02;
OXADIAZON;(Herbicida);Cebolla (consumo);0.05;
OXADIAZON;(Herbicida);Clavel;Exento;
OXADIAZON;(Herbicida);Granada;0.05;
OXASULFURON;(Herbicida);Maíz (grano consumo);0.02;
OXASULFURON;(Herbicida);Soja (forraje);0.1;
OXASULFURON;(Herbicida);Soja (grano consumo);0.02;
OXATHIAPIPROLIN;(Fungicida);Papa;0.01;
OXICLORURO DE COBRE;(Fungicida)  ;Aceituna (fresca);10;
OXICLORURO DE COBRE;(Fungicida)  ;Acelga;10;
OXICLORURO DE COBRE;(Fungicida)  ;Almendra;10;
OXICLORURO DE COBRE;(Fungicida)  ;Apio;10;
OXICLORURO DE COBRE;(Fungicida)  ;Arveja (grano consumo);10;
OXICLORURO DE COBRE;(Fungicida)  ;Berenjena;10;
OXICLORURO DE COBRE;(Fungicida)  ;Cereza;10;
OXICLORURO DE COBRE;(Fungicida)  ;Ciruela;10;
OXICLORURO DE COBRE;(Fungicida)  ;Damasco;10;
OXICLORURO DE COBRE;(Fungicida)  ;Durazno;10;
OXICLORURO DE COBRE;(Fungicida)  ;Endivia;20;
OXICLORURO DE COBRE;(Fungicida)  ;Frutilla;10;
OXICLORURO DE COBRE;(Fungicida)  ;Cítricos en general;10;
OXICLORURO DE COBRE;(Fungicida)  ;Guinda;10;
OXICLORURO DE COBRE;(Fungicida)  ;Haba;10;
OXICLORURO DE COBRE;(Fungicida)  ;Manzana;10;
OXICLORURO DE COBRE;(Fungicida)  ;Melón;10;
OXICLORURO DE COBRE;(Fungicida)  ;Nuez;10;
OXICLORURO DE COBRE;(Fungicida)  ;Palta;20;
OXICLORURO DE COBRE;(Fungicida)  ;Papa;10;
OXICLORURO DE COBRE;(Fungicida)  ;Pepino;10;
OXICLORURO DE COBRE;(Fungicida)  ;Pera;10;
OXICLORURO DE COBRE;(Fungicida)  ;Pimiento;10;
OXICLORURO DE COBRE;(Fungicida)  ;Poroto (grano consumo);10;
OXICLORURO DE COBRE;(Fungicida)  ;Remolacha (hojas);10;
OXICLORURO DE COBRE;(Fungicida)  ;Remolacha (raíz);10;
OXICLORURO DE COBRE;(Fungicida)  ;Tomate;10;
OXICLORURO DE COBRE;(Fungicida)  ;Uva (de mesa);10;
OXICLORURO DE COBRE;(Fungicida)  ;Zapallito de tronco;10;
OXICLORURO DE COBRE;(Fungicida)  ;Zapallo;10;
OXIDEMETON METIL;(Acaricida - Insecticida);Algodón (semilla consumo);0.1;
OXIDEMETON METIL;(Acaricida - Insecticida);Avena (grano consumo);0.2;
OXIDEMETON METIL;(Acaricida - Insecticida);Batata;0.2;
OXIDEMETON METIL;(Acaricida - Insecticida);Cebada (grano consumo);0.2;
OXIDEMETON METIL;(Acaricida - Insecticida);Centeno (grano consumo);0.2;
OXIDEMETON METIL;(Acaricida - Insecticida);Cereza;0.7;
OXIDEMETON METIL;(Acaricida - Insecticida);Ciruela;0.7;
OXIDEMETON METIL;(Acaricida - Insecticida);Damasco;0.7;
OXIDEMETON METIL;(Acaricida - Insecticida);Durazno;0.7;
OXIDEMETON METIL;(Acaricida - Insecticida);Cítricos en general;0.5;
OXIDEMETON METIL;(Acaricida - Insecticida);Guinda;0.7;
OXIDEMETON METIL;(Acaricida - Insecticida);Manzana;0.7;
OXIDEMETON METIL;(Acaricida - Insecticida);Melón;0.5;
OXIDEMETON METIL;(Acaricida - Insecticida);Membrillo;0.7;
OXIDEMETON METIL;(Acaricida - Insecticida);Nuez;0.7;
OXIDEMETON METIL;(Acaricida - Insecticida);Papa;0.2;
OXIDEMETON METIL;(Acaricida - Insecticida);Nectarín / Pelón;0.7;
OXIDEMETON METIL;(Acaricida - Insecticida);Pera;0.7;
OXIDEMETON METIL;(Acaricida - Insecticida);Trigo (grano consumo);0.2;
OXIDEMETON METIL;(Acaricida - Insecticida);Zanahoria;0.2;
OXIDEMETON METIL;(Acaricida - Insecticida);Ornamentales;Exento;
OXIDO CUPROSO;(Fungicida)  ;Acelga;10;
OXIDO CUPROSO;(Fungicida)  ;Almendra;10;
OXIDO CUPROSO;(Fungicida)  ;Apio;10;
OXIDO CUPROSO;(Fungicida)  ;Arveja (grano consumo);10;
OXIDO CUPROSO;(Fungicida)  ;Cereza;10;
OXIDO CUPROSO;(Fungicida)  ;Ciruela;10;
OXIDO CUPROSO;(Fungicida)  ;Haba;10;
OXIDO CUPROSO;(Fungicida)  ;Pimiento;10;
OXIDO CUPROSO;(Fungicida)  ;Damasco;10;
OXIDO CUPROSO;(Fungicida)  ;Durazno;10;
OXIDO CUPROSO;(Fungicida)  ;Frutilla;10;
OXIDO CUPROSO;(Fungicida)  ;Cítricos en general;10;
OXIDO CUPROSO;(Fungicida)  ;Papa;10;
OXIDO CUPROSO;(Fungicida)  ;Poroto (grano consumo);10;
OXIDO CUPROSO;(Fungicida)  ;Remolacha (hojas);10;
OXIDO CUPROSO;(Fungicida)  ;Remolacha (raíz);10;
OXIDO CUPROSO;(Fungicida)  ;Tomate;10;
OXIDO CUPROSO;(Fungicida)  ;Uva (de mesa);10;
OXIDO DE COCOAMIDA PROPIL;(Coadyuvante);;Exento;
OXIFLUORFEN;(Herbicida);Ajo (consumo);0.05;
OXIFLUORFEN;(Herbicida);Algodón (semilla consumo);0.01;
OXIFLUORFEN;(Herbicida);Caña de azúcar (tallo fresco);0.02;
OXIFLUORFEN;(Herbicida);Cebolla (bulbo seco);0.05;
OXIFLUORFEN;(Herbicida);Ciruela;0.05;
OXIFLUORFEN;(Herbicida);Damasco;0.05;
OXIFLUORFEN;(Herbicida);Durazno;0.05;
OXIFLUORFEN;(Herbicida);Cítricos en general;0.01;
OXIFLUORFEN;(Herbicida);Soja (aceite);0.05;
OXIFLUORFEN;(Herbicida);Soja (grano consumo);0.05;
OXIFLUORFEN;(Herbicida);Té  ;0.01;
OXIFLUORFEN;(Herbicida);Yerba Mate ;0.01;
OXIFLUORFEN;(Herbicida);Forestales ( Pinus y Eucaliptus);Exento;
OXITETRACICLINA;(Antibiótico);;Exento;
OXITETRACICLINA CLORHIDRATO;(Antibiótico);;Exento;
OXITETRACICLINA CLORHIDRATO;(Antibiótico);Endivia;0.01;
OXITETRACICLINA CLORHIDRATO;(Antibiótico);Radiccio;0.01;
P.C.N.B.;(Fungicida)  ;;Exento;
PARAQUAT  (Dicloruro);(Herbicida);Aceituna (fresca);0.05;
PARAQUAT  (Dicloruro);(Herbicida);Alfalfa (forraje);0.1;
PARAQUAT  (Dicloruro);(Herbicida);Algodón (aceite);0.05;
PARAQUAT  (Dicloruro);(Herbicida);Algodón (semilla consumo);0.2;
PARAQUAT  (Dicloruro);(Herbicida);Alpiste (grano consumo);0.05;
PARAQUAT  (Dicloruro);(Herbicida);Arroz (grano consumo);5;
PARAQUAT  (Dicloruro);(Herbicida);Arroz (grano sin cáscara);0.2;
PARAQUAT  (Dicloruro);(Herbicida);Arveja (grano consumo);0.1;
PARAQUAT  (Dicloruro);(Herbicida);Banana (con cáscara);0.05;
PARAQUAT  (Dicloruro);(Herbicida);Caña de azúcar (tallo fresco);0.5;
PARAQUAT  (Dicloruro);(Herbicida);Cereza;0.05;
PARAQUAT  (Dicloruro);(Herbicida);Ciruela;0.05;
PARAQUAT  (Dicloruro);(Herbicida);Barbecho químico ;Exento;
PARAQUAT  (Dicloruro);(Herbicida);Damasco;0.05;
PARAQUAT  (Dicloruro);(Herbicida);Durazno;0.05;
PARAQUAT  (Dicloruro);(Herbicida);Cítricos en general;0.05;
PARAQUAT  (Dicloruro);(Herbicida);Girasol (aceite);0.05;
PARAQUAT  (Dicloruro);(Herbicida - Desecante);Girasol (Grano consumo);0.05;
PARAQUAT  (Dicloruro);(Herbicida);Guinda;0.05;
PARAQUAT  (Dicloruro);(Herbicida);Lenteja (grano consumo);0.1;
PARAQUAT  (Dicloruro);(Herbicida);Maíz (forraje);0.05;
PARAQUAT  (Dicloruro);(Herbicida);Maíz (grano consumo);0.05;
PARAQUAT  (Dicloruro);(Herbicida);Manzana;0.05;
PARAQUAT  (Dicloruro);(Herbicida);Membrillo;0.05;
PARAQUAT  (Dicloruro);(Herbicida);Papa;0.2;
PARAQUAT  (Dicloruro);(Herbicida);Nectarín / Pelón;0.05;
PARAQUAT  (Dicloruro);(Herbicida);Pera;0.05;
PARAQUAT  (Dicloruro);(Herbicida);Poroto (grano consumo);0.1;
PARAQUAT  (Dicloruro);(Herbicida);Soja (forraje);0.1;
PARAQUAT  (Dicloruro);(Herbicida);Soja (grano consumo);0.05;
PARAQUAT  (Dicloruro);(Herbicida);Sorgo (forraje);0.05;
PARAQUAT  (Dicloruro);(Herbicida);Sorgo (grano consumo);0.05;
PARAQUAT  (Dicloruro);(Herbicida);Té;0.1;
PARAQUAT  (Dicloruro);(Herbicida);Trébol blanco (forraje);0.1;
PARAQUAT  (Dicloruro);(Herbicida);Trébol rojo (forraje);0.1;
PARAQUAT  (Dicloruro);(Herbicida);Trigo (grano consumo);0.05;
PARAQUAT  (Dicloruro);(Herbicida);Tung;0.5;
PARAQUAT  (Dicloruro);(Herbicida);Uva (de mesa y vinificación);0.05;
PARAQUAT  (Dicloruro);(Herbicida);Yerba Mate;0.1;
PARAQUAT  (Dicloruro);(Herbicida);Barbecho químico ;Exento;
PENCONAZOLE;(Fungicida)  ;Durazno;0.1;
PENCONAZOLE;(Fungicida)  ;Manzana;0.1;
PENCONAZOLE;(Fungicida)  ;Melón;0.1;
PENCONAZOLE;(Fungicida)  ;Pera;0.1;
PENCONAZOLE;(Fungicida)  ;Perejil;1;
PENCONAZOLE;(Fungicida)  ;Sandía;0.1;
PENCONAZOLE;(Fungicida)  ;Uva (de mesa);0.2;
PENCONAZOLE;(Fungicida)  ;Zapallo;0.1;
PENCYCURON;(Fungicida)  ;Papa (lavada);0.05;
PENDIMETALIN;(Herbicida);Ajo (consumo);0.05;
PENDIMETALIN;(Herbicida);Algodón (semilla consumo);0.05;
PENDIMETALIN;(Herbicida);Arroz (grano consumo);0.05;
PENDIMETALIN;(Herbicida);Arveja (grano consumo);0.05;
PENDIMETALIN;(Herbicida);Caña de azúcar (tallo fresco);0.05;
PENDIMETALIN;(Herbicida);Cebolla (consumo);0.05;
PENDIMETALIN;(Herbicida);Girasol (Grano consumo);0.05;
